File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
file:///Users/lucillenawa/Projects/Software_Metrics/Assignment1/Java,146,132,95,18,14,0,0,0,0,0
